origin,destination,flows,pop.destination
SSC_Developing Suburbs,NSTF_Regional Urban Centers,,158671
SSC_Developing Suburbs,OCPC_Developing Suburbs,264,184584
SSC_Developing Suburbs,PVPC_Developing Suburbs,,173566
SSC_Developing Suburbs,PVPC_Regional Urban Centers,,239962
SSC_Developing Suburbs,Quincy_Houghs Neck,,13394
SSC_Developing Suburbs,Quincy_North Quincy,,17172
SSC_Developing Suburbs,Quincy_Quincy Center,,15681
SSC_Developing Suburbs,Quincy_South Quincy,,27277
SSC_Developing Suburbs,Quincy_Wollaston,,14501
SSC_Developing Suburbs,Somerville_2143,,20785
SSC_Developing Suburbs,Somerville_2144,,29483
SSC_Developing Suburbs,Somerville_2145,,27210
SSC_Developing Suburbs,SRPEDD_Developing Suburbs,,272896
SSC_Developing Suburbs,SRPEDD_Maturing Suburbs,,22414
SSC_Developing Suburbs,SRPEDD_Regional Urban Centers,,116278
SSC_Developing Suburbs,SSC_Developing Suburbs,18561,41968
SSC_Developing Suburbs,SSC_Maturing Suburbs,353,198636
SSC_Developing Suburbs,SWAP_Developing Suburbs,,103784
SSC_Developing Suburbs,TRIC_Developing Suburbs,,44628
SSC_Developing Suburbs,TRIC_Maturing Suburbs,,172876
SSC_Developing Suburbs,TRIC_Regional Urban Centers,,28587
SSC_Developing Suburbs,Worcester_North,,37617
SSC_Developing Suburbs,,729,
SSC_Maturing Suburbs,Boston_Allston/Brighton,63,75954
SSC_Maturing Suburbs,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",93,45238
SSC_Maturing Suburbs,Boston_Charlestown,,15195
SSC_Maturing Suburbs,Boston_Dorchester,167,132393
SSC_Maturing Suburbs,Boston_East Boston,,41604
SSC_Maturing Suburbs,Boston_Fenway,,43708
SSC_Maturing Suburbs,Boston_Hyde Park,,36604
SSC_Maturing Suburbs,Boston_Jamaica Plain,,33881
SSC_Maturing Suburbs,Boston_Mattapan,,23974
SSC_Maturing Suburbs,Boston_Roslindale,,28003
SSC_Maturing Suburbs,Boston_Roxbury,,33389
SSC_Maturing Suburbs,Boston_South Boston,161,34837
SSC_Maturing Suburbs,Boston_South End,,25242
SSC_Maturing Suburbs,Boston_West Roxbury,,28753
SSC_Maturing Suburbs,Brockton_Ward 1,,20218
SSC_Maturing Suburbs,Brockton_Ward 2,,12824
SSC_Maturing Suburbs,Brockton_Ward 4,,20792
SSC_Maturing Suburbs,Brockton_Ward 5,,13089
SSC_Maturing Suburbs,Brockton_Ward 6,,15208
SSC_Maturing Suburbs,Brockton_Ward 7,,16616
SSC_Maturing Suburbs,BRPC_Developing Suburbs,,46115
SSC_Maturing Suburbs,BRPC_Regional Urban Centers,,63046
SSC_Maturing Suburbs,BRPC_Rural Towns,,25792
SSC_Maturing Suburbs,Cambridge_All,,101355
SSC_Maturing Suburbs,CCC_Developing Suburbs,,21906
SSC_Maturing Suburbs,CCC_Maturing Suburbs,134,201577
SSC_Maturing Suburbs,CCC_Rural Towns,,8267
SSC_Maturing Suburbs,Chelsea_Ward 3,,17797
SSC_Maturing Suburbs,Chelsea_Ward 4,,17283
SSC_Maturing Suburbs,CMRPC_Developing Suburbs,,308392
SSC_Maturing Suburbs,CMRPC_Regional Urban Centers,,30538
SSC_Maturing Suburbs,Everett_All,,38037
SSC_Maturing Suburbs,Fall River_Sector 1,,12601
SSC_Maturing Suburbs,Fall River_Sector 2,,16515
SSC_Maturing Suburbs,Fall River_Sector 5,,11806
SSC_Maturing Suburbs,Fall River_Sector 7,,23223
SSC_Maturing Suburbs,Fall River_Sector 8,,12871
SSC_Maturing Suburbs,Fall River_Sector 9,,14922
SSC_Maturing Suburbs,Framingham_All,,66910
SSC_Maturing Suburbs,FRCOG_Rural Towns,,32610
SSC_Maturing Suburbs,ICC_Inner Core,143,417536
SSC_Maturing Suburbs,ICC_Maturing Suburbs,,52140
SSC_Maturing Suburbs,Lawrence_Ward C,,14242
SSC_Maturing Suburbs,Lowell_Acre,,12072
SSC_Maturing Suburbs,Lowell_Centralville,,15808
SSC_Maturing Suburbs,Lowell_Highlands,,17818
SSC_Maturing Suburbs,Lowell_Lower Belvidere,,33301
SSC_Maturing Suburbs,Lowell_Lower Highlands,,11813
SSC_Maturing Suburbs,Lynn_Ward 3,,22132
SSC_Maturing Suburbs,Lynn_Ward 4,,17440
SSC_Maturing Suburbs,Lynn_Ward 5,,19986
SSC_Maturing Suburbs,MAGIC_Developing Suburbs,,45932
SSC_Maturing Suburbs,MAGIC_Maturing Suburbs,,115604
SSC_Maturing Suburbs,Metrowest_Developing Suburbs,,13801
SSC_Maturing Suburbs,Metrowest_Maturing Suburbs,,106807
SSC_Maturing Suburbs,Metrowest_Regional Urban Centers,,36255
SSC_Maturing Suburbs,MRPC_Developing Suburbs,,104376
SSC_Maturing Suburbs,MRPC_Regional Urban Centers,,110984
SSC_Maturing Suburbs,MRPC_Rural Towns,,19547
SSC_Maturing Suburbs,MVC_Developing Suburbs,,14987
SSC_Maturing Suburbs,MVPC_Developing Suburbs,,110116
SSC_Maturing Suburbs,MVPC_Regional Urban Centers,,136397
SSC_Maturing Suburbs,New Bedford_Neighborhood 1,,18383
SSC_Maturing Suburbs,New Bedford_Neighborhood 2,,19765
SSC_Maturing Suburbs,New Bedford_Neighborhood 3,,19180
SSC_Maturing Suburbs,New Bedford_Neighborhood 4,,16801
SSC_Maturing Suburbs,New Bedford_Neighborhood 5,,19639
SSC_Maturing Suburbs,Newton_Ward 2,,24821
SSC_Maturing Suburbs,Newton_Ward 3,,14603
SSC_Maturing Suburbs,Newton_Ward 5,,20214
SSC_Maturing Suburbs,Newton_Ward 8,,11362
SSC_Maturing Suburbs,NMCOG_Developing Suburbs,,74368
SSC_Maturing Suburbs,NMCOG_Maturing Suburbs,,101690
SSC_Maturing Suburbs,NSPC_Maturing Suburbs,,161159
SSC_Maturing Suburbs,NSPC_Regional Urban Centers,,37258
SSC_Maturing Suburbs,NSTF_Developing Suburbs,,55889
SSC_Maturing Suburbs,NSTF_Maturing Suburbs,,63633
SSC_Maturing Suburbs,NSTF_Regional Urban Centers,,158671
SSC_Maturing Suburbs,OCPC_Developing Suburbs,933,184584
SSC_Maturing Suburbs,PVPC_Developing Suburbs,,173566
SSC_Maturing Suburbs,PVPC_Maturing Suburbs,,15633
SSC_Maturing Suburbs,PVPC_Regional Urban Centers,,239962
SSC_Maturing Suburbs,PVPC_Rural Towns,,27236
SSC_Maturing Suburbs,Quincy_Houghs Neck,67,13394
SSC_Maturing Suburbs,Quincy_North Quincy,68,17172
SSC_Maturing Suburbs,Quincy_Quincy Center,106,15681
SSC_Maturing Suburbs,Quincy_South Quincy,186,27277
SSC_Maturing Suburbs,Quincy_Wollaston,,14501
SSC_Maturing Suburbs,Somerville_2143,,20785
SSC_Maturing Suburbs,Somerville_2144,,29483
SSC_Maturing Suburbs,Somerville_2145,,27210
SSC_Maturing Suburbs,Springfield_East Forest Park,,10618
SSC_Maturing Suburbs,Springfield_Pine Point,,19112
SSC_Maturing Suburbs,Springfield_Sixteen Acres,,22937
SSC_Maturing Suburbs,SRPEDD_Developing Suburbs,214,272896
SSC_Maturing Suburbs,SRPEDD_Maturing Suburbs,,22414
SSC_Maturing Suburbs,SRPEDD_Regional Urban Centers,,116278
SSC_Maturing Suburbs,SSC_Developing Suburbs,391,41968
SSC_Maturing Suburbs,SSC_Maturing Suburbs,91481,198636
SSC_Maturing Suburbs,SWAP_Developing Suburbs,,103784
SSC_Maturing Suburbs,SWAP_Regional Urban Centers,,26799
SSC_Maturing Suburbs,TRIC_Developing Suburbs,,44628
SSC_Maturing Suburbs,TRIC_Maturing Suburbs,239,172876
SSC_Maturing Suburbs,TRIC_Regional Urban Centers,,28587
SSC_Maturing Suburbs,Worcester_Burncoat,,37561
SSC_Maturing Suburbs,Worcester_Doherty,,59480
SSC_Maturing Suburbs,Worcester_North,,37617
SSC_Maturing Suburbs,Worcester_South,,37990
SSC_Maturing Suburbs,,3725,
SWAP_Developing Suburbs,Boston_Allston/Brighton,,75954
SWAP_Developing Suburbs,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
SWAP_Developing Suburbs,Boston_Charlestown,,15195
SWAP_Developing Suburbs,Boston_Dorchester,,132393
SWAP_Developing Suburbs,Boston_East Boston,,41604
SWAP_Developing Suburbs,Boston_Fenway,,43708
SWAP_Developing Suburbs,Boston_Hyde Park,,36604
SWAP_Developing Suburbs,Boston_Jamaica Plain,,33881
SWAP_Developing Suburbs,Boston_Mattapan,,23974
SWAP_Developing Suburbs,Boston_Roslindale,,28003
SWAP_Developing Suburbs,Boston_Roxbury,,33389
SWAP_Developing Suburbs,Boston_South Boston,,34837
SWAP_Developing Suburbs,Boston_South End,,25242
SWAP_Developing Suburbs,Boston_West Roxbury,,28753
SWAP_Developing Suburbs,Brockton_Ward 1,,20218
SWAP_Developing Suburbs,Brockton_Ward 2,,12824
SWAP_Developing Suburbs,Brockton_Ward 4,,20792
SWAP_Developing Suburbs,Brockton_Ward 5,,13089
SWAP_Developing Suburbs,Brockton_Ward 6,,15208
SWAP_Developing Suburbs,BRPC_Developing Suburbs,,46115
SWAP_Developing Suburbs,BRPC_Regional Urban Centers,,63046
SWAP_Developing Suburbs,Cambridge_All,,101355
SWAP_Developing Suburbs,CCC_Developing Suburbs,,21906
SWAP_Developing Suburbs,CCC_Maturing Suburbs,69,201577
SWAP_Developing Suburbs,CCC_Rural Towns,,8267
SWAP_Developing Suburbs,Chelsea_Ward 4,,17283
SWAP_Developing Suburbs,CMRPC_Developing Suburbs,333,308392
SWAP_Developing Suburbs,CMRPC_Regional Urban Centers,,30538
SWAP_Developing Suburbs,Everett_All,,38037
SWAP_Developing Suburbs,Fall River_Sector 8,,12871
SWAP_Developing Suburbs,Framingham_All,62,66910
SWAP_Developing Suburbs,FRCOG_Rural Towns,,32610
SWAP_Developing Suburbs,ICC_Inner Core,75,417536
SWAP_Developing Suburbs,ICC_Maturing Suburbs,,52140
SWAP_Developing Suburbs,Lowell_Centralville,,15808
SWAP_Developing Suburbs,Lowell_Lower Belvidere,,33301
SWAP_Developing Suburbs,Lynn_Ward 5,,19986
SWAP_Developing Suburbs,Lynn_Ward 7,,15589
SWAP_Developing Suburbs,MAGIC_Developing Suburbs,,45932
SWAP_Developing Suburbs,MAGIC_Maturing Suburbs,,115604
SWAP_Developing Suburbs,Metrowest_Developing Suburbs,,13801
SWAP_Developing Suburbs,Metrowest_Maturing Suburbs,112,106807
SWAP_Developing Suburbs,Metrowest_Regional Urban Centers,,36255
SWAP_Developing Suburbs,MRPC_Developing Suburbs,,104376
SWAP_Developing Suburbs,MRPC_Regional Urban Centers,,110984
SWAP_Developing Suburbs,MVC_Developing Suburbs,,14987
SWAP_Developing Suburbs,MVPC_Developing Suburbs,,110116
SWAP_Developing Suburbs,MVPC_Regional Urban Centers,,136397
SWAP_Developing Suburbs,New Bedford_Neighborhood 2,,19765
SWAP_Developing Suburbs,New Bedford_Neighborhood 3,,19180
SWAP_Developing Suburbs,New Bedford_Neighborhood 5,,19639
SWAP_Developing Suburbs,Newton_Ward 2,,24821
SWAP_Developing Suburbs,Newton_Ward 3,,14603
SWAP_Developing Suburbs,Newton_Ward 5,,20214
SWAP_Developing Suburbs,Newton_Ward 7,,12829
SWAP_Developing Suburbs,Newton_Ward 8,,11362
SWAP_Developing Suburbs,NMCOG_Developing Suburbs,,74368
SWAP_Developing Suburbs,NMCOG_Maturing Suburbs,,101690
SWAP_Developing Suburbs,NSPC_Maturing Suburbs,,161159
SWAP_Developing Suburbs,NSPC_Regional Urban Centers,,37258
SWAP_Developing Suburbs,NSTF_Developing Suburbs,,55889
SWAP_Developing Suburbs,NSTF_Maturing Suburbs,,63633
SWAP_Developing Suburbs,NSTF_Regional Urban Centers,,158671
SWAP_Developing Suburbs,OCPC_Developing Suburbs,,184584
SWAP_Developing Suburbs,PVPC_Developing Suburbs,,173566
SWAP_Developing Suburbs,PVPC_Regional Urban Centers,,239962
SWAP_Developing Suburbs,PVPC_Rural Towns,,27236
SWAP_Developing Suburbs,Quincy_Houghs Neck,,13394
SWAP_Developing Suburbs,Quincy_North Quincy,,17172
SWAP_Developing Suburbs,Quincy_Quincy Center,,15681
SWAP_Developing Suburbs,Quincy_South Quincy,,27277
SWAP_Developing Suburbs,Somerville_2143,,20785
SWAP_Developing Suburbs,Somerville_2144,,29483
SWAP_Developing Suburbs,Somerville_2145,,27210
SWAP_Developing Suburbs,Springfield_Indian Orchard,,11428
SWAP_Developing Suburbs,Springfield_Sixteen Acres,,22937
SWAP_Developing Suburbs,SRPEDD_Developing Suburbs,134,272896
SWAP_Developing Suburbs,SRPEDD_Maturing Suburbs,,22414
SWAP_Developing Suburbs,SRPEDD_Regional Urban Centers,,116278
SWAP_Developing Suburbs,SSC_Developing Suburbs,,41968
SWAP_Developing Suburbs,SSC_Maturing Suburbs,,198636
SWAP_Developing Suburbs,SWAP_Developing Suburbs,46266,103784
SWAP_Developing Suburbs,SWAP_Regional Urban Centers,105,26799
SWAP_Developing Suburbs,TRIC_Developing Suburbs,61,44628
SWAP_Developing Suburbs,TRIC_Maturing Suburbs,113,172876
SWAP_Developing Suburbs,TRIC_Regional Urban Centers,,28587
SWAP_Developing Suburbs,Worcester_Burncoat,,37561
SWAP_Developing Suburbs,Worcester_Doherty,,59480
SWAP_Developing Suburbs,Worcester_North,,37617
SWAP_Developing Suburbs,Worcester_South,,37990
SWAP_Developing Suburbs,,1838,
SWAP_Regional Urban Centers,Boston_Allston/Brighton,,75954
SWAP_Regional Urban Centers,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
SWAP_Regional Urban Centers,Boston_Dorchester,,132393
SWAP_Regional Urban Centers,Boston_East Boston,,41604
SWAP_Regional Urban Centers,Boston_Fenway,,43708
SWAP_Regional Urban Centers,Boston_South Boston,,34837
SWAP_Regional Urban Centers,Boston_South End,,25242
SWAP_Regional Urban Centers,Boston_West Roxbury,,28753
SWAP_Regional Urban Centers,Cambridge_All,,101355
SWAP_Regional Urban Centers,CCC_Developing Suburbs,,21906
SWAP_Regional Urban Centers,CCC_Maturing Suburbs,,201577
SWAP_Regional Urban Centers,CMRPC_Developing Suburbs,210,308392
SWAP_Regional Urban Centers,CMRPC_Regional Urban Centers,,30538
SWAP_Regional Urban Centers,Everett_All,,38037
SWAP_Regional Urban Centers,Fall River_Sector 7,,23223
SWAP_Regional Urban Centers,Fall River_Sector 9,,14922
SWAP_Regional Urban Centers,Framingham_All,,66910
SWAP_Regional Urban Centers,FRCOG_Developing Suburbs,,38925
SWAP_Regional Urban Centers,ICC_Inner Core,,417536
SWAP_Regional Urban Centers,Lowell_Lower Belvidere,,33301
SWAP_Regional Urban Centers,Lowell_Pawtucketville,,14355
SWAP_Regional Urban Centers,MAGIC_Developing Suburbs,,45932
SWAP_Regional Urban Centers,MAGIC_Maturing Suburbs,,115604
SWAP_Regional Urban Centers,Metrowest_Developing Suburbs,,13801
SWAP_Regional Urban Centers,Metrowest_Maturing Suburbs,,106807
SWAP_Regional Urban Centers,Metrowest_Regional Urban Centers,,36255
SWAP_Regional Urban Centers,MRPC_Developing Suburbs,,104376
SWAP_Regional Urban Centers,MRPC_Regional Urban Centers,,110984
SWAP_Regional Urban Centers,MRPC_Rural Towns,,19547
SWAP_Regional Urban Centers,MVPC_Regional Urban Centers,,136397
SWAP_Regional Urban Centers,New Bedford_Neighborhood 1,,18383
SWAP_Regional Urban Centers,New Bedford_Neighborhood 3,,19180
SWAP_Regional Urban Centers,Newton_Ward 2,,24821
SWAP_Regional Urban Centers,NMCOG_Developing Suburbs,,74368
SWAP_Regional Urban Centers,NMCOG_Maturing Suburbs,,101690
SWAP_Regional Urban Centers,NSPC_Maturing Suburbs,,161159
SWAP_Regional Urban Centers,NSTF_Developing Suburbs,,55889
SWAP_Regional Urban Centers,NSTF_Maturing Suburbs,,63633
SWAP_Regional Urban Centers,NSTF_Regional Urban Centers,,158671
SWAP_Regional Urban Centers,OCPC_Developing Suburbs,,184584
SWAP_Regional Urban Centers,PVPC_Developing Suburbs,,173566
SWAP_Regional Urban Centers,PVPC_Maturing Suburbs,,15633
SWAP_Regional Urban Centers,PVPC_Regional Urban Centers,,239962
SWAP_Regional Urban Centers,Quincy_Quincy Center,,15681
SWAP_Regional Urban Centers,Somerville_2144,,29483
SWAP_Regional Urban Centers,Somerville_2145,,27210
SWAP_Regional Urban Centers,SRPEDD_Developing Suburbs,,272896
SWAP_Regional Urban Centers,SRPEDD_Maturing Suburbs,,22414
SWAP_Regional Urban Centers,SRPEDD_Regional Urban Centers,,116278
SWAP_Regional Urban Centers,SSC_Maturing Suburbs,,198636
SWAP_Regional Urban Centers,SWAP_Developing Suburbs,93,103784
SWAP_Regional Urban Centers,SWAP_Regional Urban Centers,11473,26799
SWAP_Regional Urban Centers,TRIC_Developing Suburbs,,44628
SWAP_Regional Urban Centers,TRIC_Maturing Suburbs,,172876
SWAP_Regional Urban Centers,TRIC_Regional Urban Centers,,28587
SWAP_Regional Urban Centers,Worcester_Burncoat,,37561
SWAP_Regional Urban Centers,Worcester_Doherty,,59480
SWAP_Regional Urban Centers,Worcester_North,,37617
SWAP_Regional Urban Centers,Worcester_South,,37990
SWAP_Regional Urban Centers,,522,
TRIC_Developing Suburbs,Boston_Allston/Brighton,,75954
TRIC_Developing Suburbs,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
TRIC_Developing Suburbs,Boston_Charlestown,,15195
TRIC_Developing Suburbs,Boston_Dorchester,,132393
TRIC_Developing Suburbs,Boston_East Boston,,41604
TRIC_Developing Suburbs,Boston_Fenway,,43708
TRIC_Developing Suburbs,Boston_Hyde Park,,36604
TRIC_Developing Suburbs,Boston_Jamaica Plain,,33881
TRIC_Developing Suburbs,Boston_Roslindale,,28003
TRIC_Developing Suburbs,Boston_Roxbury,,33389
TRIC_Developing Suburbs,Boston_South Boston,,34837
TRIC_Developing Suburbs,Boston_South End,,25242
TRIC_Developing Suburbs,Boston_West Roxbury,,28753
TRIC_Developing Suburbs,Brockton_Ward 1,,20218
TRIC_Developing Suburbs,Brockton_Ward 4,,20792
TRIC_Developing Suburbs,Brockton_Ward 5,,13089
TRIC_Developing Suburbs,Brockton_Ward 6,,15208
TRIC_Developing Suburbs,Brockton_Ward 7,,16616
TRIC_Developing Suburbs,BRPC_Rural Towns,,25792
TRIC_Developing Suburbs,Cambridge_All,,101355
TRIC_Developing Suburbs,CCC_Developing Suburbs,,21906
TRIC_Developing Suburbs,CCC_Maturing Suburbs,,201577
TRIC_Developing Suburbs,Chelsea_Ward 3,,17797
TRIC_Developing Suburbs,Chelsea_Ward 4,,17283
TRIC_Developing Suburbs,CMRPC_Developing Suburbs,,308392
TRIC_Developing Suburbs,CMRPC_Regional Urban Centers,,30538
TRIC_Developing Suburbs,Fall River_Sector 1,,12601
TRIC_Developing Suburbs,Fall River_Sector 5,,11806
TRIC_Developing Suburbs,Fall River_Sector 7,,23223
TRIC_Developing Suburbs,Fall River_Sector 9,,14922
TRIC_Developing Suburbs,Framingham_All,,66910
TRIC_Developing Suburbs,FRCOG_Rural Towns,,32610
TRIC_Developing Suburbs,ICC_Inner Core,,417536
TRIC_Developing Suburbs,ICC_Maturing Suburbs,,52140
TRIC_Developing Suburbs,Lowell_Centralville,,15808
TRIC_Developing Suburbs,Lowell_Lower Belvidere,,33301
TRIC_Developing Suburbs,Lynn_Ward 3,,22132
TRIC_Developing Suburbs,MAGIC_Developing Suburbs,,45932
TRIC_Developing Suburbs,MAGIC_Maturing Suburbs,,115604
TRIC_Developing Suburbs,Metrowest_Developing Suburbs,,13801
TRIC_Developing Suburbs,Metrowest_Maturing Suburbs,,106807
TRIC_Developing Suburbs,Metrowest_Regional Urban Centers,,36255
TRIC_Developing Suburbs,MRPC_Developing Suburbs,,104376
TRIC_Developing Suburbs,MRPC_Regional Urban Centers,,110984
TRIC_Developing Suburbs,MRPC_Rural Towns,,19547
TRIC_Developing Suburbs,MVC_Developing Suburbs,,14987
TRIC_Developing Suburbs,MVPC_Developing Suburbs,,110116
TRIC_Developing Suburbs,MVPC_Regional Urban Centers,,136397
TRIC_Developing Suburbs,New Bedford_Neighborhood 1,,18383
TRIC_Developing Suburbs,New Bedford_Neighborhood 5,,19639
TRIC_Developing Suburbs,Newton_Ward 2,,24821
TRIC_Developing Suburbs,Newton_Ward 3,,14603
TRIC_Developing Suburbs,Newton_Ward 5,,20214
TRIC_Developing Suburbs,Newton_Ward 7,,12829
TRIC_Developing Suburbs,Newton_Ward 8,,11362
TRIC_Developing Suburbs,NMCOG_Developing Suburbs,,74368
TRIC_Developing Suburbs,NMCOG_Maturing Suburbs,,101690
TRIC_Developing Suburbs,NSPC_Maturing Suburbs,,161159
TRIC_Developing Suburbs,NSPC_Regional Urban Centers,,37258
TRIC_Developing Suburbs,NSTF_Maturing Suburbs,,63633
TRIC_Developing Suburbs,NSTF_Regional Urban Centers,,158671
TRIC_Developing Suburbs,OCPC_Developing Suburbs,,184584
TRIC_Developing Suburbs,PVPC_Developing Suburbs,,173566
TRIC_Developing Suburbs,PVPC_Regional Urban Centers,,239962
TRIC_Developing Suburbs,PVPC_Rural Towns,,27236
TRIC_Developing Suburbs,Quincy_Houghs Neck,,13394
TRIC_Developing Suburbs,Quincy_North Quincy,,17172
TRIC_Developing Suburbs,Quincy_Quincy Center,,15681
TRIC_Developing Suburbs,Quincy_South Quincy,,27277
TRIC_Developing Suburbs,Quincy_Wollaston,,14501
TRIC_Developing Suburbs,Somerville_2143,,20785
TRIC_Developing Suburbs,Somerville_2144,,29483
TRIC_Developing Suburbs,SRPEDD_Developing Suburbs,124,272896
TRIC_Developing Suburbs,SRPEDD_Maturing Suburbs,55,22414
TRIC_Developing Suburbs,SRPEDD_Regional Urban Centers,,116278
TRIC_Developing Suburbs,SSC_Developing Suburbs,,41968
TRIC_Developing Suburbs,SSC_Maturing Suburbs,,198636
TRIC_Developing Suburbs,SWAP_Developing Suburbs,116,103784
TRIC_Developing Suburbs,SWAP_Regional Urban Centers,,26799
TRIC_Developing Suburbs,TRIC_Developing Suburbs,19953,44628
TRIC_Developing Suburbs,TRIC_Maturing Suburbs,117,172876
TRIC_Developing Suburbs,TRIC_Regional Urban Centers,79,28587
TRIC_Developing Suburbs,Worcester_Burncoat,,37561
TRIC_Developing Suburbs,Worcester_Doherty,,59480
TRIC_Developing Suburbs,Worcester_North,,37617
TRIC_Developing Suburbs,Worcester_South,,37990
TRIC_Developing Suburbs,,834,
TRIC_Maturing Suburbs,Boston_Allston/Brighton,62,75954
TRIC_Maturing Suburbs,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",61,45238
TRIC_Maturing Suburbs,Boston_Charlestown,,15195
TRIC_Maturing Suburbs,Boston_Dorchester,123,132393
TRIC_Maturing Suburbs,Boston_East Boston,,41604
TRIC_Maturing Suburbs,Boston_Fenway,,43708
TRIC_Maturing Suburbs,Boston_Hyde Park,103,36604
TRIC_Maturing Suburbs,Boston_Jamaica Plain,,33881
TRIC_Maturing Suburbs,Boston_Mattapan,,23974
TRIC_Maturing Suburbs,Boston_Roslindale,60,28003
TRIC_Maturing Suburbs,Boston_Roxbury,,33389
TRIC_Maturing Suburbs,Boston_South Boston,64,34837
TRIC_Maturing Suburbs,Boston_South End,,25242
TRIC_Maturing Suburbs,Boston_West Roxbury,89,28753
TRIC_Maturing Suburbs,Brockton_Ward 1,72,20218
TRIC_Maturing Suburbs,Brockton_Ward 2,,12824
TRIC_Maturing Suburbs,Brockton_Ward 4,,20792
TRIC_Maturing Suburbs,Brockton_Ward 5,,13089
TRIC_Maturing Suburbs,Brockton_Ward 6,73,15208
TRIC_Maturing Suburbs,Brockton_Ward 7,,16616
TRIC_Maturing Suburbs,BRPC_Developing Suburbs,,46115
TRIC_Maturing Suburbs,BRPC_Regional Urban Centers,,63046
TRIC_Maturing Suburbs,Cambridge_All,,101355
TRIC_Maturing Suburbs,CCC_Developing Suburbs,,21906
TRIC_Maturing Suburbs,CCC_Maturing Suburbs,118,201577
TRIC_Maturing Suburbs,CCC_Rural Towns,,8267
TRIC_Maturing Suburbs,Chelsea_Ward 3,,17797
TRIC_Maturing Suburbs,Chelsea_Ward 4,,17283
TRIC_Maturing Suburbs,CMRPC_Developing Suburbs,52,308392
TRIC_Maturing Suburbs,CMRPC_Regional Urban Centers,,30538
TRIC_Maturing Suburbs,Everett_All,,38037
TRIC_Maturing Suburbs,Fall River_Sector 1,,12601
TRIC_Maturing Suburbs,Fall River_Sector 2,,16515
TRIC_Maturing Suburbs,Fall River_Sector 7,,23223
TRIC_Maturing Suburbs,Fall River_Sector 8,,12871
TRIC_Maturing Suburbs,Fall River_Sector 9,,14922
TRIC_Maturing Suburbs,Framingham_All,,66910
TRIC_Maturing Suburbs,FRCOG_Developing Suburbs,,38925
TRIC_Maturing Suburbs,FRCOG_Rural Towns,,32610
TRIC_Maturing Suburbs,ICC_Inner Core,237,417536
TRIC_Maturing Suburbs,ICC_Maturing Suburbs,51,52140
TRIC_Maturing Suburbs,Lawrence_Ward C,,14242
TRIC_Maturing Suburbs,Lawrence_Ward D,,18315
TRIC_Maturing Suburbs,Lawrence_Ward E,,12811
TRIC_Maturing Suburbs,Lawrence_Ward F,,10378
TRIC_Maturing Suburbs,Lowell_Centralville,,15808
TRIC_Maturing Suburbs,Lowell_Highlands,,17818
TRIC_Maturing Suburbs,Lowell_Lower Belvidere,,33301
TRIC_Maturing Suburbs,Lowell_Lower Highlands,,11813
TRIC_Maturing Suburbs,Lowell_Pawtucketville,,14355
TRIC_Maturing Suburbs,Lynn_Ward 1,,13903
TRIC_Maturing Suburbs,Lynn_Ward 4,,17440
TRIC_Maturing Suburbs,Lynn_Ward 5,,19986
TRIC_Maturing Suburbs,Lynn_Ward 7,,15589
TRIC_Maturing Suburbs,MAGIC_Developing Suburbs,,45932
TRIC_Maturing Suburbs,MAGIC_Maturing Suburbs,,115604
TRIC_Maturing Suburbs,Metrowest_Developing Suburbs,,13801
TRIC_Maturing Suburbs,Metrowest_Maturing Suburbs,106,106807
TRIC_Maturing Suburbs,Metrowest_Regional Urban Centers,,36255
TRIC_Maturing Suburbs,MRPC_Developing Suburbs,,104376
TRIC_Maturing Suburbs,MRPC_Regional Urban Centers,,110984
TRIC_Maturing Suburbs,MRPC_Rural Towns,,19547
TRIC_Maturing Suburbs,MVC_Developing Suburbs,,14987
TRIC_Maturing Suburbs,MVPC_Developing Suburbs,,110116
TRIC_Maturing Suburbs,MVPC_Regional Urban Centers,,136397
TRIC_Maturing Suburbs,New Bedford_Neighborhood 1,,18383
TRIC_Maturing Suburbs,New Bedford_Neighborhood 2,,19765
TRIC_Maturing Suburbs,New Bedford_Neighborhood 3,,19180
TRIC_Maturing Suburbs,New Bedford_Neighborhood 4,,16801
TRIC_Maturing Suburbs,New Bedford_Neighborhood 5,,19639
TRIC_Maturing Suburbs,Newton_Ward 2,,24821
TRIC_Maturing Suburbs,Newton_Ward 3,,14603
TRIC_Maturing Suburbs,Newton_Ward 5,,20214
TRIC_Maturing Suburbs,Newton_Ward 7,,12829
TRIC_Maturing Suburbs,Newton_Ward 8,,11362
TRIC_Maturing Suburbs,NMCOG_Developing Suburbs,,74368
TRIC_Maturing Suburbs,NMCOG_Maturing Suburbs,,101690
TRIC_Maturing Suburbs,NSPC_Maturing Suburbs,,161159
TRIC_Maturing Suburbs,NSPC_Regional Urban Centers,,37258
TRIC_Maturing Suburbs,NSTF_Developing Suburbs,,55889
TRIC_Maturing Suburbs,NSTF_Maturing Suburbs,,63633
TRIC_Maturing Suburbs,NSTF_Regional Urban Centers,,158671
TRIC_Maturing Suburbs,OCPC_Developing Suburbs,328,184584
