"","X","origin","destination","flows","upper","lower","prob.from.origin","prob.from.destination"
"9646",9646,"Newton_Ward 8","Boston_Jamaica Plain",NA,NA,NA,47.6203384875234,-1.87821684113573
"9647",9647,"Newton_Ward 8","Boston_Mattapan",0,0,0,-99.9998708158772,-99.9997215568378
"9648",9648,"Newton_Ward 8","Boston_Roslindale",NA,NA,NA,-40.5664473344547,-58.1511639935736
"9649",9649,"Newton_Ward 8","Boston_Roxbury",0,0,0,-99.9999085107377,-99.9998175229496
"9650",9650,"Newton_Ward 8","Boston_South Boston",NA,NA,NA,-57.3639409523843,-76.1396976368988
"9651",9651,"Newton_Ward 8","Boston_South End",NA,NA,NA,459.253726777504,210.266492860809
"9652",9652,"Newton_Ward 8","Boston_West Roxbury",NA,NA,NA,814.494636904474,555.341971516621
"9653",9653,"Newton_Ward 8","Brockton_Ward 1",0,0,0,-99.9998584450827,-99.9996992186389
"9654",9654,"Newton_Ward 8","Brockton_Ward 2",0,0,0,-99.9997215227338,-99.9995551827971
"9655",9655,"Newton_Ward 8","Brockton_Ward 4",NA,NA,NA,-12.7256934900438,-31.1850583326662
"9656",9656,"Newton_Ward 8","Brockton_Ward 5",0,0,0,-99.9998067160719,-99.9996261620672
"9657",9657,"Newton_Ward 8","Brockton_Ward 6",NA,NA,NA,224.761622595477,172.944665226544
"9658",9658,"Newton_Ward 8","Brockton_Ward 7",NA,NA,NA,28.1419490300168,-18.3026652147238
"9659",9659,"Newton_Ward 8","BRPC_Developing Suburbs",NA,NA,NA,-56.4048633451788,-28.810878519383
"9660",9660,"Newton_Ward 8","BRPC_Regional Urban Centers",0,0,0,-99.9999504790034,-99.9991060547041
"9661",9661,"Newton_Ward 8","BRPC_Rural Towns",0,0,0,-99.9998846878345,-99.9994845974577
"9662",9662,"Newton_Ward 8","Cambridge_All",NA,NA,NA,31.4322195211656,15.9713461357536
"9663",9663,"Newton_Ward 8","CCC_Developing Suburbs",0,0,0,-99.9998810578272,-99.9997998562387
"9664",9664,"Newton_Ward 8","CCC_Maturing Suburbs",NA,NA,NA,-42.2814240021,25.0710533007146
"9665",9665,"Newton_Ward 8","CCC_Rural Towns",NA,NA,NA,60.0692551186048,250.541415238625
"9666",9666,"Newton_Ward 8","Chelsea_Ward 3",0,0,0,-99.9997960546064,-99.9996188520035
"9667",9667,"Newton_Ward 8","Chelsea_Ward 4",0,0,0,-99.9997824564017,-99.9996198551613
"9668",9668,"Newton_Ward 8","CMRPC_Developing Suburbs",NA,NA,NA,-75.4155037301416,-59.5786973016514
"9669",9669,"Newton_Ward 8","CMRPC_Regional Urban Centers",0,0,0,-99.9999030652979,-99.9996990006476
"9670",9670,"Newton_Ward 8","Everett_All",0,0,0,-99.9999200509244,-99.9998215671983
"9671",9671,"Newton_Ward 8","Fall River_Sector 1",0,0,0,-99.999748813271,-99.9993989241754
"9672",9672,"Newton_Ward 8","Fall River_Sector 2",0,0,0,-99.9998131322473,-99.9995414564005
"9673",9673,"Newton_Ward 8","Fall River_Sector 5",0,0,0,-99.9996711940803,-99.9993933605074
"9674",9674,"Newton_Ward 8","Fall River_Sector 7",0,0,0,-99.9998533257607,-99.9991555022421
"9675",9675,"Newton_Ward 8","Fall River_Sector 8",0,0,0,-99.9997648207525,-99.9995350260706
"9676",9676,"Newton_Ward 8","Fall River_Sector 9",0,0,0,-99.9998106808878,-99.9996119344994
"9677",9677,"Newton_Ward 8","Framingham_All",NA,NA,NA,88.760599345665,101.973050137074
"9678",9678,"Newton_Ward 8","FRCOG_Developing Suburbs",0,0,0,-99.9999216771723,-99.9996762637684
"9679",9679,"Newton_Ward 8","FRCOG_Rural Towns",0,0,0,-99.99991067258,-99.9996445529345
"9680",9680,"Newton_Ward 8","ICC_Inner Core",NA,NA,NA,160.302180689949,121.471074389972
"9681",9681,"Newton_Ward 8","ICC_Maturing Suburbs",0,0,0,-99.9999464843588,-99.999864012796
"9682",9682,"Newton_Ward 8","Lawrence_Ward A",0,0,0,-99.9998028402175,-99.9988951297071
"9683",9683,"Newton_Ward 8","Lawrence_Ward C",0,0,0,-99.9997341121836,-99.9994448946653
"9684",9684,"Newton_Ward 8","Lawrence_Ward D",0,0,0,-99.9998178008242,-99.9989285818631
"9685",9685,"Newton_Ward 8","Lawrence_Ward E",0,0,0,-99.9997700773702,-99.9995712493485
"9686",9686,"Newton_Ward 8","Lawrence_Ward F",0,0,0,-99.9997083741212,-99.9994403131151
"9687",9687,"Newton_Ward 8","Lowell_Acre",0,0,0,-99.9996069392382,-99.9993231495541
"9688",9688,"Newton_Ward 8","Lowell_Centralville",0,0,0,-99.9998001984181,-99.9995899024363
"9689",9689,"Newton_Ward 8","Lowell_Highlands",0,0,0,-99.9998367525658,-99.9996562110632
"9690",9690,"Newton_Ward 8","Lowell_Lower Belvidere",NA,NA,NA,-45.8364301875037,-57.2824792658069
"9691",9691,"Newton_Ward 8","Lowell_Lower Highlands",0,0,0,-99.9997177627913,-99.9994128819273
"9692",9692,"Newton_Ward 8","Lowell_Pawtucketville",0,0,0,-99.9998036106918,-99.9995753694449
"9693",9693,"Newton_Ward 8","Lynn_Ward 1",0,0,0,-99.9998132865686,-99.9995760726698
"9694",9694,"Newton_Ward 8","Lynn_Ward 3",0,0,0,-99.999855792708,-99.9996998590372
"9695",9695,"Newton_Ward 8","Lynn_Ward 4",0,0,0,-99.9997926266781,-99.9996547141483
"9696",9696,"Newton_Ward 8","Lynn_Ward 5",0,0,0,-99.9997989551547,-99.9995982788702
"9697",9697,"Newton_Ward 8","Lynn_Ward 7",0,0,0,-99.9998183620039,-99.9995960217761
"9698",9698,"Newton_Ward 8","MAGIC_Developing Suburbs",0,0,0,-99.9999439591747,-99.9998290086019
"9699",9699,"Newton_Ward 8","MAGIC_Maturing Suburbs",NA,NA,NA,-27.3343929017607,-9.42260793838938
"9700",9700,"Newton_Ward 8","Metrowest_Developing Suburbs",0,0,0,-99.9998087863725,-99.9997694356685
"9701",9701,"Newton_Ward 8","Metrowest_Maturing Suburbs",NA,NA,NA,373.591622729049,371.49657810919
"9702",9702,"Newton_Ward 8","Metrowest_Regional Urban Centers",0,0,0,-99.9999246347021,-99.9998076170667
"9703",9703,"Newton_Ward 8","MRPC_Developing Suburbs",0,0,0,-99.999974081362,-99.9997481737449
"9704",9704,"Newton_Ward 8","MRPC_Regional Urban Centers",NA,NA,NA,-83.6855241232537,-75.490759471133
"9705",9705,"Newton_Ward 8","MRPC_Rural Towns",0,0,0,-99.9998480283383,-99.9995506850721
"9706",9706,"Newton_Ward 8","MVC_Developing Suburbs",NA,NA,NA,-6.20502250442067,181.732101715084
"9707",9707,"Newton_Ward 8","MVPC_Developing Suburbs",0,0,0,-99.9999753992222,-99.9997804453584
"9708",9708,"Newton_Ward 8","MVPC_Regional Urban Centers",0,0,0,-99.9999803198374,-99.9997994944115
"9709",9709,"Newton_Ward 8","New Bedford_Neighborhood 1",0,0,0,-99.9998434461294,-99.9996433203199
"9710",9710,"Newton_Ward 8","New Bedford_Neighborhood 2",0,0,0,-99.9998131579852,-99.9995893701422
"9711",9711,"Newton_Ward 8","New Bedford_Neighborhood 3",0,0,0,-99.9998199772656,-99.999590018712
"9712",9712,"Newton_Ward 8","New Bedford_Neighborhood 4",0,0,0,-99.9998071282189,-99.999591168758
"9713",9713,"Newton_Ward 8","New Bedford_Neighborhood 5",0,0,0,-99.999830061326,-99.9995330123771
"9714",9714,"Newton_Ward 8","Newton_Ward 2",NA,NA,NA,2018.01748938301,1227.9130881403
"9715",9715,"Newton_Ward 8","Newton_Ward 3",NA,NA,NA,262.096731371134,172.607350952883
"9716",9716,"Newton_Ward 8","Newton_Ward 5",NA,NA,NA,2750.79426437852,1762.27130282292
"9717",9717,"Newton_Ward 8","Newton_Ward 7",NA,NA,NA,1738.37810314728,1486.24114510563
"9718",9718,"Newton_Ward 8","Newton_Ward 8",5865,6037,5700,NA,NA
"9719",9719,"Newton_Ward 8","NMCOG_Developing Suburbs",0,0,0,-99.9999656059936,-99.9996539115881
"9720",9720,"Newton_Ward 8","NMCOG_Maturing Suburbs",NA,NA,NA,-84.3681958305117,-79.4684472001422
"9721",9721,"Newton_Ward 8","NSPC_Maturing Suburbs",NA,NA,NA,-60.4096467850639,-54.5565907811749
"9722",9722,"Newton_Ward 8","NSPC_Regional Urban Centers",NA,NA,NA,-56.589837094151,-61.3518856031918
"9723",9723,"Newton_Ward 8","NSTF_Developing Suburbs",0,0,0,-99.999947410465,-99.9995541185215
"9724",9724,"Newton_Ward 8","NSTF_Maturing Suburbs",0,0,0,-99.9999557246262,-99.9996360522411
"9725",9725,"Newton_Ward 8","NSTF_Regional Urban Centers",NA,NA,NA,-68.5838161847736,-56.3212335096672
"9726",9726,"Newton_Ward 8","OCPC_Developing Suburbs",NA,NA,NA,-91.3266152937345,-89.399269917705
"9727",9727,"Newton_Ward 8","PVPC_Developing Suburbs",0,0,0,-99.9999842509167,-99.9994623220675
"9728",9728,"Newton_Ward 8","PVPC_Maturing Suburbs",0,0,0,-99.9998065507206,-99.999676612929
"9729",9729,"Newton_Ward 8","PVPC_Regional Urban Centers",0,0,0,-99.9999867431732,-99.9995018844448
"9730",9730,"Newton_Ward 8","PVPC_Rural Towns",0,0,0,-99.9999003181641,-99.9996439191045
"9731",9731,"Newton_Ward 8","Quincy_Houghs Neck",0,0,0,-99.9998170142736,-99.9996267144114
"9732",9732,"Newton_Ward 8","Quincy_North Quincy",NA,NA,NA,155.60053942038,76.1999136956925
"9733",9733,"Newton_Ward 8","Quincy_Quincy Center",0,0,0,-99.9998271145793,-99.9997694205482
"9734",9734,"Newton_Ward 8","Quincy_South Quincy",NA,NA,NA,64.5334912817469,-5.10623924017246
"9735",9735,"Newton_Ward 8","Quincy_Wollaston",NA,NA,NA,9.56324069057612,-15.0117190809227
"9736",9736,"Newton_Ward 8","Somerville_2143",0,0,0,-99.9998740378606,-99.9998130571767
"9737",9737,"Newton_Ward 8","Somerville_2144",NA,NA,NA,66.9268198905628,-10.0028311227167
"9738",9738,"Newton_Ward 8","Somerville_2145",NA,NA,NA,106.988845134473,42.8208657037277
"9739",9739,"Newton_Ward 8","Springfield_East Forest Park",0,0,0,-99.9997359725359,-99.9993552165081
"9740",9740,"Newton_Ward 8","Springfield_Forest Park",0,0,0,-99.999866021619,-99.9991771344637
"9741",9741,"Newton_Ward 8","Springfield_Indian Orchard",0,0,0,-99.9997341121836,-99.9994735655283
"9742",9742,"Newton_Ward 8","Springfield_Liberty Heights",0,0,0,-99.9998173100226,-99.9989670654851
"9743",9743,"Newton_Ward 8","Springfield_McKnight",0,0,0,-99.9998732356018,-99.9991353867216
"9744",9744,"Newton_Ward 8","Springfield_Pine Point",0,0,0,-99.9998322064645,-99.9995870081523
"9745",9745,"Newton_Ward 8","Springfield_Sixteen Acres",0,0,0,-99.9998633167698,-99.999616626112
"9746",9746,"Newton_Ward 8","Springfield_South End",0,0,0,-99.9998114701783,-99.9996184099353
"9747",9747,"Newton_Ward 8","SRPEDD_Developing Suburbs",NA,NA,NA,-94.5327056538911,-91.4878675983976
"9748",9748,"Newton_Ward 8","SRPEDD_Maturing Suburbs",0,0,0,-99.9998788964982,-99.9998702439405
"9749",9749,"Newton_Ward 8","SRPEDD_Regional Urban Centers",NA,NA,NA,-85.3296095946862,-79.9190330533082
"9750",9750,"Newton_Ward 8","SSC_Developing Suburbs",0,0,0,-99.9999337991388,-99.9998173875156
"9751",9751,"Newton_Ward 8","SSC_Maturing Suburbs",NA,NA,NA,-35.4827952268129,-23.8168317602108
"9752",9752,"Newton_Ward 8","SWAP_Developing Suburbs",NA,NA,NA,-83.9816711605728,-78.4117029351492
"9753",9753,"Newton_Ward 8","SWAP_Regional Urban Centers",0,0,0,-99.9998930687891,-99.9996667117686
"9754",9754,"Newton_Ward 8","TRIC_Developing Suburbs",NA,NA,NA,11.5611608190839,19.3355076859531
"9755",9755,"Newton_Ward 8","TRIC_Maturing Suburbs",NA,NA,NA,434.358375914626,409.700034130061
"9756",9756,"Newton_Ward 8","TRIC_Regional Urban Centers",NA,NA,NA,-38.9927848326161,-48.1767695066303
"9757",9757,"Newton_Ward 8","Worcester_Burncoat",0,0,0,-99.9999238765655,-99.9995579699311
"9758",9758,"Newton_Ward 8","Worcester_Doherty",NA,NA,NA,-67.7769829401053,-70.6432431414178
"9759",9759,"Newton_Ward 8","Worcester_North",0,0,0,-99.9999192172001,-99.9995663026589
"9760",9760,"Newton_Ward 8","Worcester_South",0,0,0,-99.9999080370032,-99.9994453433873
"9761",9761,"NMCOG_Developing Suburbs","Boston_Allston/Brighton",NA,NA,NA,-34.3785361870577,-73.981510345077
"9762",9762,"NMCOG_Developing Suburbs","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NA,NA,NA,-28.19106430248,-76.6991791312877
"9763",9763,"NMCOG_Developing Suburbs","Boston_Charlestown",NA,NA,NA,-17.5848443831767,-73.0143805969095
"9764",9764,"NMCOG_Developing Suburbs","Boston_Dorchester",NA,NA,NA,-77.4372708253922,-86.7962245092418
"9765",9765,"NMCOG_Developing Suburbs","Boston_East Boston",NA,NA,NA,-88.8604366980079,-94.2997581287362
"9766",9766,"NMCOG_Developing Suburbs","Boston_Fenway",NA,NA,NA,-57.5826723980093,-83.332765866801
"9767",9767,"NMCOG_Developing Suburbs","Boston_Hyde Park",NA,NA,NA,-89.762751438072,-95.1409529441076
"9768",9768,"NMCOG_Developing Suburbs","Boston_Jamaica Plain",NA,NA,NA,-89.3002068498194,-95.9100303677313
"9769",9769,"NMCOG_Developing Suburbs","Boston_Mattapan",0,0,0,-99.9999230606298,-99.9999651427824
"9770",9770,"NMCOG_Developing Suburbs","Boston_Roslindale",NA,NA,NA,-34.871813807289,-73.7331341460124
"9771",9771,"NMCOG_Developing Suburbs","Boston_Roxbury",0,0,0,-99.9999455118044,-99.9999771567696
"9772",9772,"NMCOG_Developing Suburbs","Boston_South Boston",NA,NA,NA,3.15746075466623,-67.0139057511581
"9773",9773,"NMCOG_Developing Suburbs","Boston_South End",NA,NA,NA,-56.667618861227,-85.9222989047558
"9774",9774,"NMCOG_Developing Suburbs","Boston_West Roxbury",NA,NA,NA,-87.177665691225,-94.5855268757617
"9775",9775,"NMCOG_Developing Suburbs","Brockton_Ward 1",NA,NA,NA,-81.4188877857279,-91.6971159989407
"9776",9776,"NMCOG_Developing Suburbs","Brockton_Ward 2",0,0,0,-99.9998341411752,-99.9999443138543
"9777",9777,"NMCOG_Developing Suburbs","Brockton_Ward 4",NA,NA,NA,-42.6861901416215,-74.0969895646149
"9778",9778,"NMCOG_Developing Suburbs","Brockton_Ward 5",NA,NA,NA,-74.6284646692765,-89.6776004246936
"9779",9779,"NMCOG_Developing Suburbs","Brockton_Ward 6",0,0,0,-99.999893192136,-99.999948522464
"9780",9780,"NMCOG_Developing Suburbs","Brockton_Ward 7",0,0,0,-99.9998728782542,-99.9999536295421
"9781",9781,"NMCOG_Developing Suburbs","BRPC_Developing Suburbs",NA,NA,NA,-90.4687068353383,-91.0883920731323
"9782",9782,"NMCOG_Developing Suburbs","BRPC_Regional Urban Centers",NA,NA,NA,-93.5001020516144,-90.9215393639735
"9783",9783,"NMCOG_Developing Suburbs","BRPC_Rural Towns",0,0,0,-99.9999313228102,-99.9999354790664
"9784",9784,"NMCOG_Developing Suburbs","Cambridge_All",NA,NA,NA,-61.0109536102471,-80.026264847211
"9785",9785,"NMCOG_Developing Suburbs","CCC_Developing Suburbs",NA,NA,NA,-84.3872434670048,-84.9686872784146
"9786",9786,"NMCOG_Developing Suburbs","CCC_Maturing Suburbs",NA,NA,NA,-78.5850017724142,-73.1276123831573
"9787",9787,"NMCOG_Developing Suburbs","CCC_Rural Towns",0,0,0,-99.9998412043677,-99.9999731918016
"9788",9788,"NMCOG_Developing Suburbs","Chelsea_Ward 3",NA,NA,NA,-73.2289431885719,-89.4754581209564
"9789",9789,"NMCOG_Developing Suburbs","Chelsea_Ward 4",NA,NA,NA,-14.2286648303469,-68.4221952587764
"9790",9790,"NMCOG_Developing Suburbs","CMRPC_Developing Suburbs",NA,NA,NA,-57.5860374019009,-60.3648655724717
"9791",9791,"NMCOG_Developing Suburbs","CMRPC_Regional Urban Centers",NA,NA,NA,-87.2761453696915,-91.691218978389
"9792",9792,"NMCOG_Developing Suburbs","Everett_All",NA,NA,NA,-47.4027346882261,-75.3197054989115
"9793",9793,"NMCOG_Developing Suburbs","Fall River_Sector 1",0,0,0,-99.9998503955029,-99.9999247521745
"9794",9794,"NMCOG_Developing Suburbs","Fall River_Sector 2",0,0,0,-99.9998887040827,-99.9999425959804
"9795",9795,"NMCOG_Developing Suburbs","Fall River_Sector 5",0,0,0,-99.9998041652746,-99.999924055281
"9796",9796,"NMCOG_Developing Suburbs","Fall River_Sector 7",0,0,0,-99.9999126434627,-99.9998942800639
"9797",9797,"NMCOG_Developing Suburbs","Fall River_Sector 8",0,0,0,-99.9998599296081,-99.9999417906452
"9798",9798,"NMCOG_Developing Suburbs","Fall River_Sector 9",0,0,0,-99.9998872440455,-99.9999514189467
"9799",9799,"NMCOG_Developing Suburbs","Framingham_All",NA,NA,NA,-35.8231528514236,-60.1943233820005
"9800",9800,"NMCOG_Developing Suburbs","FRCOG_Developing Suburbs",NA,NA,NA,-69.1208163734348,-73.1253257308912
"9801",9801,"NMCOG_Developing Suburbs","FRCOG_Rural Towns",NA,NA,NA,-88.2747468074797,-90.1863355299583
"9802",9802,"NMCOG_Developing Suburbs","ICC_Inner Core",93,117,67,-20.0710531026151,-56.2339283286531
"9803",9803,"NMCOG_Developing Suburbs","ICC_Maturing Suburbs",NA,NA,NA,-71.8521665576967,-84.9720775123791
"9804",9804,"NMCOG_Developing Suburbs","Lawrence_Ward A",NA,NA,NA,-22.2656229598307,-66.2266472912303
"9805",9805,"NMCOG_Developing Suburbs","Lawrence_Ward C",0,0,0,-99.9998416394901,-99.9999305070398
"9806",9806,"NMCOG_Developing Suburbs","Lawrence_Ward D",0,0,0,-99.9998914847014,-99.9998658716678
"9807",9807,"NMCOG_Developing Suburbs","Lawrence_Ward E",NA,NA,NA,20.9423108301189,-52.4130342292623
"9808",9808,"NMCOG_Developing Suburbs","Lawrence_Ward F",NA,NA,NA,-61.7192006909531,-84.5353682798224
"9809",9809,"NMCOG_Developing Suburbs","Lowell_Acre",NA,NA,NA,1208.77835782533,397.1376438846
"9810",9810,"NMCOG_Developing Suburbs","Lowell_Centralville",93,115,69,2481.86801414701,1120.87780867903
"9811",9811,"NMCOG_Developing Suburbs","Lowell_Highlands",NA,NA,NA,1302.25366779729,548.275644696936
"9812",9812,"NMCOG_Developing Suburbs","Lowell_Lower Belvidere",100,124,79,1159.11703436586,474.983541920917
"9813",9813,"NMCOG_Developing Suburbs","Lowell_Lower Highlands",NA,NA,NA,839.763191525382,327.529448063501
"9814",9814,"NMCOG_Developing Suburbs","Lowell_Pawtucketville",107,129,81,2846.04025337871,1400.65158473654
"9815",9815,"NMCOG_Developing Suburbs","Lynn_Ward 1",NA,NA,NA,-75.4909681673783,-88.2924062812357
"9816",9816,"NMCOG_Developing Suburbs","Lynn_Ward 3",NA,NA,NA,-81.0707128231068,-91.7148084312649
"9817",9817,"NMCOG_Developing Suburbs","Lynn_Ward 4",0,0,0,-99.9998764909027,-99.9999567743371
"9818",9818,"NMCOG_Developing Suburbs","Lynn_Ward 5",NA,NA,NA,32.2694770138364,-44.2064769669627
"9819",9819,"NMCOG_Developing Suburbs","Lynn_Ward 7",NA,NA,NA,-76.1572162279238,-88.8441585509557
"9820",9820,"NMCOG_Developing Suburbs","MAGIC_Developing Suburbs",NA,NA,NA,286.764803957645,148.365545996188
"9821",9821,"NMCOG_Developing Suburbs","MAGIC_Maturing Suburbs",NA,NA,NA,119.237337936615,54.833065046701
"9822",9822,"NMCOG_Developing Suburbs","Metrowest_Developing Suburbs",NA,NA,NA,-74.9002312599435,-82.6785707986255
"9823",9823,"NMCOG_Developing Suburbs","Metrowest_Maturing Suburbs",NA,NA,NA,-82.8277866177775,-89.5294393800972
"9824",9824,"NMCOG_Developing Suburbs","Metrowest_Regional Urban Centers",NA,NA,NA,-20.5260156878215,-57.3233669156276
"9825",9825,"NMCOG_Developing Suburbs","MRPC_Developing Suburbs",183,208,147,598.946777023255,398.583369645447
"9826",9826,"NMCOG_Developing Suburbs","MRPC_Regional Urban Centers",NA,NA,NA,79.9463588336373,53.3389631991859
"9827",9827,"NMCOG_Developing Suburbs","MRPC_Rural Towns",NA,NA,NA,60.2622550520285,0.42900475919514
"9828",9828,"NMCOG_Developing Suburbs","MVC_Developing Suburbs",NA,NA,NA,-38.4038549350472,6.80111572885322
"9829",9829,"NMCOG_Developing Suburbs","MVPC_Developing Suburbs",NA,NA,NA,97.3693436108099,33.7325436281889
"9830",9830,"NMCOG_Developing Suburbs","MVPC_Regional Urban Centers",80,99,58,116.915649555375,66.317255062891
"9831",9831,"NMCOG_Developing Suburbs","New Bedford_Neighborhood 1",0,0,0,-99.999906759124,-99.9999553483262
"9832",9832,"NMCOG_Developing Suburbs","New Bedford_Neighborhood 2",0,0,0,-99.9998887194123,-99.9999485942006
"9833",9833,"NMCOG_Developing Suburbs","New Bedford_Neighborhood 3",0,0,0,-99.9998927809966,-99.9999486754463
"9834",9834,"NMCOG_Developing Suburbs","New Bedford_Neighborhood 4",NA,NA,NA,-74.6825668494308,-88.7099291171562
"9835",9835,"NMCOG_Developing Suburbs","New Bedford_Neighborhood 5",0,0,0,-99.999898787094,-99.9999415390649
"9836",9836,"NMCOG_Developing Suburbs","Newton_Ward 2",NA,NA,NA,-58.7899117164742,-84.2255773027884
"9837",9837,"NMCOG_Developing Suburbs","Newton_Ward 3",NA,NA,NA,-21.1659715755753,-65.8728529163869
"9838",9838,"NMCOG_Developing Suburbs","Newton_Ward 5",0,0,0,-99.9999162092403,-99.9999668762702
"9839",9839,"NMCOG_Developing Suburbs","Newton_Ward 7",NA,NA,NA,48.0425666137677,-26.7294903545471
"9840",9840,"NMCOG_Developing Suburbs","Newton_Ward 8",NA,NA,NA,-64.1937984738831,-82.4250472163395
"9841",9841,"NMCOG_Developing Suburbs","NMCOG_Developing Suburbs",47936,48458,47333,NA,NA
"9842",9842,"NMCOG_Developing Suburbs","NMCOG_Maturing Suburbs",225,266,185,788.46581741075,526.473833358878
"9843",9843,"NMCOG_Developing Suburbs","NSPC_Maturing Suburbs",73,92,47,63.7248298241856,5.18827987829771
"9844",9844,"NMCOG_Developing Suburbs","NSPC_Regional Urban Centers",NA,NA,NA,92.0093967650695,-2.04742776772212
"9845",9845,"NMCOG_Developing Suburbs","NSTF_Developing Suburbs",NA,NA,NA,-44.5450972377613,-63.643690695197
"9846",9846,"NMCOG_Developing Suburbs","NSTF_Maturing Suburbs",NA,NA,NA,-76.712777770293,-85.2046614176652
"9847",9847,"NMCOG_Developing Suburbs","NSTF_Regional Urban Centers",NA,NA,NA,-46.9374200396494,-57.8825810676197
"9848",9848,"NMCOG_Developing Suburbs","OCPC_Developing Suburbs",NA,NA,NA,-79.0208476582325,-85.3806283773337
"9849",9849,"NMCOG_Developing Suburbs","PVPC_Developing Suburbs",0,0,0,-99.9999906228877,-99.9999327097235
"9850",9850,"NMCOG_Developing Suburbs","PVPC_Maturing Suburbs",NA,NA,NA,-74.606759151651,-75.682792184215
"9851",9851,"NMCOG_Developing Suburbs","PVPC_Regional Urban Centers",NA,NA,NA,-86.0249602583118,-85.1043842943115
"9852",9852,"NMCOG_Developing Suburbs","PVPC_Rural Towns",NA,NA,NA,-86.9155314637858,-90.1687643711869
"9853",9853,"NMCOG_Developing Suburbs","Quincy_Houghs Neck",0,0,0,-99.9998910162295,-99.9999532692636
"9854",9854,"NMCOG_Developing Suburbs","Quincy_North Quincy",NA,NA,NA,-81.4731054895096,-92.6616130737363
"9855",9855,"NMCOG_Developing Suburbs","Quincy_Quincy Center",NA,NA,NA,-77.3061593372803,-93.636581858769
"9856",9856,"NMCOG_Developing Suburbs","Quincy_South Quincy",0,0,0,-99.9999458896174,-99.9999512096635
"9857",9857,"NMCOG_Developing Suburbs","Quincy_Wollaston",0,0,0,-99.999891309496,-99.9999517644885
"9858",9858,"NMCOG_Developing Suburbs","Somerville_2143",NA,NA,NA,-17.1294842775902,-74.1381748066743
"9859",9859,"NMCOG_Developing Suburbs","Somerville_2144",NA,NA,NA,46.1572006428475,-54.7329682378878
"9860",9860,"NMCOG_Developing Suburbs","Somerville_2145",NA,NA,NA,35.6811618523985,-46.1082859433706
"9861",9861,"NMCOG_Developing Suburbs","Springfield_East Forest Park",NA,NA,NA,-65.3420210422158,-82.1785827126126
"9862",9862,"NMCOG_Developing Suburbs","Springfield_Forest Park",0,0,0,-99.9999202051549,-99.9998969884788
"9863",9863,"NMCOG_Developing Suburbs","Springfield_Indian Orchard",0,0,0,-99.9998416394901,-99.9999340963295
"9864",9864,"NMCOG_Developing Suburbs","Springfield_Liberty Heights",NA,NA,NA,-76.0191235452941,-89.5073571396591
"9865",9865,"NMCOG_Developing Suburbs","Springfield_McKnight",0,0,0,-99.9999245018252,-99.9998917624591
"9866",9866,"NMCOG_Developing Suburbs","Springfield_Pine Point",0,0,0,-99.999900064745,-99.9999482986588
"9867",9867,"NMCOG_Developing Suburbs","Springfield_Sixteen Acres",0,0,0,-99.9999185941384,-99.9999520068005
"9868",9868,"NMCOG_Developing Suburbs","Springfield_South End",0,0,0,-99.9998877141493,-99.999952229616
"9869",9869,"NMCOG_Developing Suburbs","SRPEDD_Developing Suburbs",NA,NA,NA,-89.1954849372562,-90.4033811403564
"9870",9870,"NMCOG_Developing Suburbs","SRPEDD_Maturing Suburbs",NA,NA,NA,-84.1035276568196,-90.2617731897067
"9871",9871,"NMCOG_Developing Suburbs","SRPEDD_Regional Urban Centers",NA,NA,NA,-96.793034639732,-97.4865757758096
"9872",9872,"NMCOG_Developing Suburbs","SSC_Developing Suburbs",NA,NA,NA,-73.9002815054014,-84.8641914311822
"9873",9873,"NMCOG_Developing Suburbs","SSC_Maturing Suburbs",NA,NA,NA,-84.362971312183,-89.2728544102645
"9874",9874,"NMCOG_Developing Suburbs","SWAP_Developing Suburbs",NA,NA,NA,-43.4633316462023,-56.5301343363139
"9875",9875,"NMCOG_Developing Suburbs","SWAP_Regional Urban Centers",NA,NA,NA,-85.9639121987698,-90.7987930064982
"9876",9876,"NMCOG_Developing Suburbs","TRIC_Developing Suburbs",0,0,0,-99.9999633117041,-99.9999774377641
"9877",9877,"NMCOG_Developing Suburbs","TRIC_Maturing Suburbs",NA,NA,NA,-83.3481824420425,-89.6601584452979
"9878",9878,"NMCOG_Developing Suburbs","TRIC_Regional Urban Centers",NA,NA,NA,-86.6615967808939,-93.5125205755937
"9879",9879,"NMCOG_Developing Suburbs","Worcester_Burncoat",NA,NA,NA,-69.9879960517487,-86.5246196345715
"9880",9880,"NMCOG_Developing Suburbs","Worcester_Doherty",0,0,0,-99.9999680358398,-99.9999546708169
"9881",9881,"NMCOG_Developing Suburbs","Worcester_North",NA,NA,NA,-89.3963917959217,-95.5981447443628
"9882",9882,"NMCOG_Developing Suburbs","Worcester_South",NA,NA,NA,-87.9287768910762,-94.369502531391
"9883",9883,"NMCOG_Maturing Suburbs","Boston_Allston/Brighton",NA,NA,NA,-22.749895940058,-65.5381600058775
"9884",9884,"NMCOG_Maturing Suburbs","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",NA,NA,NA,-29.8382667526121,-74.3786045754123
"9885",9885,"NMCOG_Maturing Suburbs","Boston_Charlestown",NA,NA,NA,-44.6742954452402,-79.62781966409
"9886",9886,"NMCOG_Maturing Suburbs","Boston_Dorchester",NA,NA,NA,-80.5228909234837,-87.1785120426707
