"","X","origin","destination","flows","upper","lower","prob.from.origin","prob.from.destination"
"9887",9887,"NMCOG_Maturing Suburbs","Boston_East Boston",NA,NA,NA,-47.4957588999129,-69.7406214536823
"9888",9888,"NMCOG_Maturing Suburbs","Boston_Fenway",NA,NA,NA,-33.4377451757599,-70.5544749831555
"9889",9889,"NMCOG_Maturing Suburbs","Boston_Hyde Park",NA,NA,NA,-93.1237282348614,-96.3318184833434
"9890",9890,"NMCOG_Maturing Suburbs","Boston_Jamaica Plain",NA,NA,NA,-64.0068076687433,-84.5285595714232
"9891",9891,"NMCOG_Maturing Suburbs","Boston_Mattapan",0,0,0,-99.9998594916906,-99.9999736854082
"9892",9892,"NMCOG_Maturing Suburbs","Boston_Roslindale",NA,NA,NA,-29.9755332419404,-68.206719619352
"9893",9893,"NMCOG_Maturing Suburbs","Boston_Roxbury",NA,NA,NA,-59.6025220203942,-80.9445193042899
"9894",9894,"NMCOG_Maturing Suburbs","Boston_South Boston",NA,NA,NA,-43.4657007013287,-79.642007477059
"9895",9895,"NMCOG_Maturing Suburbs","Boston_South End",NA,NA,NA,-49.0323277450532,-81.3758344176981
"9896",9896,"NMCOG_Maturing Suburbs","Boston_West Roxbury",0,0,0,-99.9998937539785,-99.9999814560314
"9897",9897,"NMCOG_Maturing Suburbs","Brockton_Ward 1",0,0,0,-99.9998460357423,-99.9999715741626
"9898",9898,"NMCOG_Maturing Suburbs","Brockton_Ward 2",NA,NA,NA,-75.4460287707098,-90.7252637124432
"9899",9899,"NMCOG_Maturing Suburbs","Brockton_Ward 4",0,0,0,-99.9998418882735,-99.9999705077838
"9900",9900,"NMCOG_Maturing Suburbs","Brockton_Ward 5",NA,NA,NA,-82.9579096720405,-92.2073215549319
"9901",9901,"NMCOG_Maturing Suburbs","Brockton_Ward 6",0,0,0,-99.9998049444092,-99.9999611381469
"9902",9902,"NMCOG_Maturing Suburbs","Brockton_Ward 7",0,0,0,-99.9997678462204,-99.9999649935617
"9903",9903,"NMCOG_Maturing Suburbs","BRPC_Developing Suburbs",NA,NA,NA,-93.5979239859854,-93.2724815239971
"9904",9904,"NMCOG_Maturing Suburbs","BRPC_Regional Urban Centers",0,0,0,-99.9999461427867,-99.9999155241798
"9905",9905,"NMCOG_Maturing Suburbs","BRPC_Rural Towns",0,0,0,-99.9998745804821,-99.9999512916079
"9906",9906,"NMCOG_Maturing Suburbs","Cambridge_All",NA,NA,NA,-13.5848768133186,-50.3530097956006
"9907",9907,"NMCOG_Maturing Suburbs","CCC_Developing Suburbs",NA,NA,NA,-47.4796311859022,-42.8085866621472
"9908",9908,"NMCOG_Maturing Suburbs","CCC_Maturing Suburbs",NA,NA,NA,-76.0026559945041,-66.1107259962223
"9909",9909,"NMCOG_Maturing Suburbs","CCC_Rural Towns",NA,NA,NA,-76.4916807819538,-66.8707320158806
"9910",9910,"NMCOG_Maturing Suburbs","Chelsea_Ward 3",NA,NA,NA,-27.9837852206948,-68.0860618131726
"9911",9911,"NMCOG_Maturing Suburbs","Chelsea_Ward 4",NA,NA,NA,34.5955745385573,-44.0652811928007
"9912",9912,"NMCOG_Maturing Suburbs","CMRPC_Developing Suburbs",NA,NA,NA,-76.8723518166028,-75.4786650093741
"9913",9913,"NMCOG_Maturing Suburbs","CMRPC_Regional Urban Centers",NA,NA,NA,-91.4534555279579,-93.7275223465736
"9914",9914,"NMCOG_Maturing Suburbs","Everett_All",NA,NA,NA,34.9124210090614,-28.5469168169458
"9915",9915,"NMCOG_Maturing Suburbs","Fall River_Sector 1",0,0,0,-99.9997267871376,-99.9999431931064
"9916",9916,"NMCOG_Maturing Suburbs","Fall River_Sector 2",0,0,0,-99.9997967481102,-99.9999566640553
"9917",9917,"NMCOG_Maturing Suburbs","Fall River_Sector 5",0,0,0,-99.999642359269,-99.999942666892
"9918",9918,"NMCOG_Maturing Suburbs","Fall River_Sector 7",NA,NA,NA,-87.0676961799808,-93.5255484853952
"9919",9919,"NMCOG_Maturing Suburbs","Fall River_Sector 8",0,0,0,-99.9997441987794,-99.9999560559902
"9920",9920,"NMCOG_Maturing Suburbs","Fall River_Sector 9",NA,NA,NA,-83.3075053747338,-91.9103307099024
"9921",9921,"NMCOG_Maturing Suburbs","Framingham_All",NA,NA,NA,-53.0482728711852,-67.2030189689652
"9922",9922,"NMCOG_Maturing Suburbs","FRCOG_Developing Suburbs",NA,NA,NA,-93.0945484557097,-93.2532632205965
"9923",9923,"NMCOG_Maturing Suburbs","FRCOG_Rural Towns",0,0,0,-99.9999028445836,-99.9999664088747
"9924",9924,"NMCOG_Maturing Suburbs","ICC_Inner Core",183,213,152,7.72115110198803,-34.6137912604464
"9925",9925,"NMCOG_Maturing Suburbs","ICC_Maturing Suburbs",NA,NA,NA,-47.8897807190344,-68.6928346902517
"9926",9926,"NMCOG_Maturing Suburbs","Lawrence_Ward A",NA,NA,NA,-12.9396306273057,-57.3793736900418
"9927",9927,"NMCOG_Maturing Suburbs","Lawrence_Ward C",NA,NA,NA,-76.5560973430972,-88.4210424720543
"9928",9928,"NMCOG_Maturing Suburbs","Lawrence_Ward D",NA,NA,NA,-51.7668041309849,-75.2788512633249
"9929",9929,"NMCOG_Maturing Suburbs","Lawrence_Ward E",NA,NA,NA,144.361853633001,9.1430914309141
"9930",9930,"NMCOG_Maturing Suburbs","Lawrence_Ward F",NA,NA,NA,106.292094118515,-5.25129572429368
"9931",9931,"NMCOG_Maturing Suburbs","Lowell_Acre",NA,NA,NA,563.328836674038,180.82140909771
"9932",9932,"NMCOG_Maturing Suburbs","Lowell_Centralville",NA,NA,NA,762.028417513139,341.343339791523
"9933",9933,"NMCOG_Maturing Suburbs","Lowell_Highlands",83,108,61,1135.74655857884,562.751782395955
"9934",9934,"NMCOG_Maturing Suburbs","Lowell_Lower Belvidere",181,210,144,1453.0302019399,737.19016621414
"9935",9935,"NMCOG_Maturing Suburbs","Lowell_Lower Highlands",NA,NA,NA,300.603812189939,102.459567745962
"9936",9936,"NMCOG_Maturing Suburbs","Lowell_Pawtucketville",68,83,46,1110.3529482544,571.55327759506
"9937",9937,"NMCOG_Maturing Suburbs","Lynn_Ward 1",NA,NA,NA,15.5201369287842,-37.5529908156223
"9938",9938,"NMCOG_Maturing Suburbs","Lynn_Ward 3",NA,NA,NA,-49.0789495446129,-74.8988605587398
"9939",9939,"NMCOG_Maturing Suburbs","Lynn_Ward 4",NA,NA,NA,-45.1022471330333,-78.3552801355709
"9940",9940,"NMCOG_Maturing Suburbs","Lynn_Ward 5",NA,NA,NA,-82.273594597258,-91.6252295371492
"9941",9941,"NMCOG_Maturing Suburbs","Lynn_Ward 7",0,0,0,-99.9998024366159,-99.9999618209458
"9942",9942,"NMCOG_Maturing Suburbs","MAGIC_Developing Suburbs",NA,NA,NA,229.701817565784,141.142127567325
"9943",9943,"NMCOG_Maturing Suburbs","MAGIC_Maturing Suburbs",104,126,77,129.06778346471,83.5281941553153
"9944",9944,"NMCOG_Maturing Suburbs","Metrowest_Developing Suburbs",NA,NA,NA,-49.3803348111363,-60.5907068245722
"9945",9945,"NMCOG_Maturing Suburbs","Metrowest_Maturing Suburbs",NA,NA,NA,-62.9551027787481,-74.6289256570126
"9946",9946,"NMCOG_Maturing Suburbs","Metrowest_Regional Urban Centers",NA,NA,NA,6.96514067923777,-35.1995039434656
"9947",9947,"NMCOG_Maturing Suburbs","MRPC_Developing Suburbs",77,97,56,81.5167295229654,52.4716066029166
"9948",9948,"NMCOG_Maturing Suburbs","MRPC_Regional Urban Centers",NA,NA,NA,-24.8272793482197,-27.3159339814609
"9949",9949,"NMCOG_Maturing Suburbs","MRPC_Rural Towns",NA,NA,NA,-32.8941872079082,-52.8488371938792
"9950",9950,"NMCOG_Maturing Suburbs","MVC_Developing Suburbs",0,0,0,-99.9998300744316,-99.999983716352
"9951",9951,"NMCOG_Maturing Suburbs","MVPC_Developing Suburbs",139,165,113,219.286910935791,143.75530599979
"9952",9952,"NMCOG_Maturing Suburbs","MVPC_Regional Urban Centers",117,137,88,112.96957301966,85.5322122644648
"9953",9953,"NMCOG_Maturing Suburbs","New Bedford_Neighborhood 1",0,0,0,-99.9998297210958,-99.9999662912338
"9954",9954,"NMCOG_Maturing Suburbs","New Bedford_Neighborhood 2",NA,NA,NA,-83.5259222228197,-91.4392550573666
"9955",9955,"NMCOG_Maturing Suburbs","New Bedford_Neighborhood 3",0,0,0,-99.9998041935667,-99.9999612536361
"9956",9956,"NMCOG_Maturing Suburbs","New Bedford_Neighborhood 4",0,0,0,-99.9997902174145,-99.9999613622223
"9957",9957,"NMCOG_Maturing Suburbs","New Bedford_Neighborhood 5",0,0,0,-99.9998151621909,-99.9999558662077
"9958",9958,"NMCOG_Maturing Suburbs","Newton_Ward 2",NA,NA,NA,-35.3322066830772,-72.1361765614244
"9959",9959,"NMCOG_Maturing Suburbs","Newton_Ward 3",NA,NA,NA,-47.0678054957478,-74.2364189578116
"9960",9960,"NMCOG_Maturing Suburbs","Newton_Ward 5",NA,NA,NA,-12.9573805287522,-61.1829545302393
"9961",9961,"NMCOG_Maturing Suburbs","Newton_Ward 7",0,0,0,-99.9995915913826,-99.999969499455
"9962",9962,"NMCOG_Maturing Suburbs","Newton_Ward 8",0,0,0,-99.9997033056539,-99.9999778915593
"9963",9963,"NMCOG_Maturing Suburbs","NMCOG_Developing Suburbs",372,419,323,1227.56886679522,1093.41492501061
"9964",9964,"NMCOG_Maturing Suburbs","NMCOG_Maturing Suburbs",62972,63595,62347,NA,NA
"9965",9965,"NMCOG_Maturing Suburbs","NSPC_Maturing Suburbs",256,296,210,311.46717075984,188.739750099598
"9966",9966,"NMCOG_Maturing Suburbs","NSPC_Regional Urban Centers",91,114,63,502.081631648887,252.682722932263
"9967",9967,"NMCOG_Maturing Suburbs","NSTF_Developing Suburbs",NA,NA,NA,7.59743740861969,-20.3736648197341
"9968",9968,"NMCOG_Maturing Suburbs","NSTF_Maturing Suburbs",NA,NA,NA,-33.2101498064689,-52.2263294495187
"9969",9969,"NMCOG_Maturing Suburbs","NSTF_Regional Urban Centers",NA,NA,NA,-23.5913729412928,-31.830226346316
"9970",9970,"NMCOG_Maturing Suburbs","OCPC_Developing Suburbs",NA,NA,NA,-70.4526423897227,-76.8763151476326
"9971",9971,"NMCOG_Maturing Suburbs","PVPC_Developing Suburbs",NA,NA,NA,-94.4410710523237,-93.9368670084393
"9972",9972,"NMCOG_Maturing Suburbs","PVPC_Maturing Suburbs",0,0,0,-99.9997895892587,-99.999969437368
"9973",9973,"NMCOG_Maturing Suburbs","PVPC_Regional Urban Centers",NA,NA,NA,-95.3211552603105,-94.3838864357427
"9974",9974,"NMCOG_Maturing Suburbs","PVPC_Rural Towns",0,0,0,-99.9998915818886,-99.9999663487168
"9975",9975,"NMCOG_Maturing Suburbs","Quincy_Houghs Neck",NA,NA,NA,-83.8659485671235,-92.2188644169044
"9976",9976,"NMCOG_Maturing Suburbs","Quincy_North Quincy",NA,NA,NA,-50.1614270740629,-77.7756926923898
"9977",9977,"NMCOG_Maturing Suburbs","Quincy_Quincy Center",0,0,0,-99.9998119569585,-99.9999782085004
"9978",9978,"NMCOG_Maturing Suburbs","Quincy_South Quincy",NA,NA,NA,-35.7339428308162,-76.0230225101156
"9979",9979,"NMCOG_Maturing Suburbs","Quincy_Wollaston",0,0,0,-99.9998015062415,-99.9999635856357
"9980",9980,"NMCOG_Maturing Suburbs","Somerville_2143",NA,NA,NA,33.8691981374806,-52.9180635661785
"9981",9981,"NMCOG_Maturing Suburbs","Somerville_2144",NA,NA,NA,-10.239224196912,-68.6903438683968
"9982",9982,"NMCOG_Maturing Suburbs","Somerville_2145",NA,NA,NA,31.6491972945827,-41.047609791794
"9983",9983,"NMCOG_Maturing Suburbs","Springfield_East Forest Park",0,0,0,-99.999712820026,-99.9999390622475
"9984",9984,"NMCOG_Maturing Suburbs","Springfield_Forest Park",0,0,0,-99.9998542768848,-99.9999222339562
"9985",9985,"NMCOG_Maturing Suburbs","Springfield_Indian Orchard",0,0,0,-99.9997107964854,-99.9999502472708
"9986",9986,"NMCOG_Maturing Suburbs","Springfield_Liberty Heights",0,0,0,-99.9998012923559,-99.9999640874947
"9987",9987,"NMCOG_Maturing Suburbs","Springfield_McKnight",0,0,0,-99.999862123671,-99.9999182887633
"9988",9988,"NMCOG_Maturing Suburbs","Springfield_Pine Point",0,0,0,-99.9998174954988,-99.9999609692157
"9989",9989,"NMCOG_Maturing Suburbs","Springfield_Sixteen Acres",NA,NA,NA,-87.9486485186047,-92.0083777871159
"9990",9990,"NMCOG_Maturing Suburbs","Springfield_South End",0,0,0,-99.9997949402462,-99.9999639367636
"9991",9991,"NMCOG_Maturing Suburbs","SRPEDD_Developing Suburbs",NA,NA,NA,-91.1383228468237,-91.1444641742108
"9992",9992,"NMCOG_Maturing Suburbs","SRPEDD_Maturing Suburbs",NA,NA,NA,-57.2375323980854,-70.4796644894265
"9993",9993,"NMCOG_Maturing Suburbs","SRPEDD_Regional Urban Centers",NA,NA,NA,-82.7191611335635,-84.7855354629945
"9994",9994,"NMCOG_Maturing Suburbs","SSC_Developing Suburbs",NA,NA,NA,-76.6251626472602,-84.7548270533588
"9995",9995,"NMCOG_Maturing Suburbs","SSC_Maturing Suburbs",NA,NA,NA,-77.7735415515371,-82.8782974778878
"9996",9996,"NMCOG_Maturing Suburbs","SWAP_Developing Suburbs",NA,NA,NA,-69.2752794052926,-73.3671548624569
"9997",9997,"NMCOG_Maturing Suburbs","SWAP_Regional Urban Centers",NA,NA,NA,-71.6931063565126,-79.1106299787575
"9998",9998,"NMCOG_Maturing Suburbs","TRIC_Developing Suburbs",NA,NA,NA,-78.2485269442572,-84.9537271421961
"9999",9999,"NMCOG_Maturing Suburbs","TRIC_Maturing Suburbs",NA,NA,NA,-78.9994006832278,-85.3477455153769
"10000",10000,"NMCOG_Maturing Suburbs","TRIC_Regional Urban Centers",NA,NA,NA,-55.1305407641137,-75.4280663225914
"10001",10001,"NMCOG_Maturing Suburbs","Worcester_Burncoat",NA,NA,NA,-93.2884788721884,-96.6130915231298
"10002",10002,"NMCOG_Maturing Suburbs","Worcester_Doherty",NA,NA,NA,-85.7928328341989,-91.6693395512972
"10003",10003,"NMCOG_Maturing Suburbs","Worcester_North",0,0,0,-99.9999121387292,-99.9999590142551
"10004",10004,"NMCOG_Maturing Suburbs","Worcester_South",NA,NA,NA,-75.6557637432745,-87.2292583176025
"10005",10005,"NSPC_Maturing Suburbs","Boston_Allston/Brighton",NA,NA,NA,22.3630361105129,-36.2013472518208
"10006",10006,"NSPC_Maturing Suburbs","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",104,125,77,151.636319211168,7.57997698244119
"10007",10007,"NSPC_Maturing Suburbs","Boston_Charlestown",NA,NA,NA,225.283738902314,42.9324997894879
"10008",10008,"NSPC_Maturing Suburbs","Boston_Dorchester",NA,NA,NA,-71.7757639211418,-78.3809588697642
"10009",10009,"NSPC_Maturing Suburbs","Boston_East Boston",NA,NA,NA,-14.3818980413528,-42.1975780584911
"10010",10010,"NSPC_Maturing Suburbs","Boston_Fenway",NA,NA,NA,-58.7696420679304,-78.783522025487
"10011",10011,"NSPC_Maturing Suburbs","Boston_Hyde Park",NA,NA,NA,-70.1124323810838,-81.4290354928511
"10012",10012,"NSPC_Maturing Suburbs","Boston_Jamaica Plain",NA,NA,NA,-41.3372521150809,-70.5999029276887
"10013",10013,"NSPC_Maturing Suburbs","Boston_Mattapan",NA,NA,NA,-93.8211114709308,-96.3446643809363
"10014",10014,"NSPC_Maturing Suburbs","Boston_Roslindale",NA,NA,NA,-95.26518486454,-97.5084055047319
"10015",10015,"NSPC_Maturing Suburbs","Boston_Roxbury",NA,NA,NA,-82.4852245445553,-90.4024650163655
"10016",10016,"NSPC_Maturing Suburbs","Boston_South Boston",NA,NA,NA,54.3497890339722,-34.9447816865357
"10017",10017,"NSPC_Maturing Suburbs","Boston_South End",NA,NA,NA,14.9793551419762,-50.8878479357071
"10018",10018,"NSPC_Maturing Suburbs","Boston_West Roxbury",NA,NA,NA,-62.5646606780914,-79.2953136818546
"10019",10019,"NSPC_Maturing Suburbs","Brockton_Ward 1",NA,NA,NA,-93.2293614547533,-96.0510599828699
"10020",10020,"NSPC_Maturing Suburbs","Brockton_Ward 2",0,0,0,-99.9998356516567,-99.999973514479
"10021",10021,"NSPC_Maturing Suburbs","Brockton_Ward 4",0,0,0,-99.999914211835,-99.9999814196162
"10022",10022,"NSPC_Maturing Suburbs","Brockton_Ward 5",NA,NA,NA,-90.7549332505621,-95.0904971428703
"10023",10023,"NSPC_Maturing Suburbs","Brockton_Ward 6",NA,NA,NA,-91.4222946840006,-94.5990775912114
"10024",10024,"NSPC_Maturing Suburbs","Brockton_Ward 7",NA,NA,NA,-89.7908337616288,-95.1355975620432
"10025",10025,"NSPC_Maturing Suburbs","BRPC_Developing Suburbs",NA,NA,NA,-96.5271128783624,-95.7617335254744
"10026",10026,"NSPC_Maturing Suburbs","BRPC_Regional Urban Centers",NA,NA,NA,-90.5206929154042,-82.6675968571057
"10027",10027,"NSPC_Maturing Suburbs","BRPC_Rural Towns",NA,NA,NA,-94.4846687624561,-93.2281409858446
"10028",10028,"NSPC_Maturing Suburbs","Cambridge_All",72,91,56,-6.10545455181469,-36.8975769671718
"10029",10029,"NSPC_Maturing Suburbs","CCC_Developing Suburbs",NA,NA,NA,-71.5298514423489,-63.9691006028235
"10030",10030,"NSPC_Maturing Suburbs","CCC_Maturing Suburbs",NA,NA,NA,-73.2894128483805,-55.962711786714
"10031",10031,"NSPC_Maturing Suburbs","CCC_Rural Towns",NA,NA,NA,-48.9540692079953,-15.0384095641312
"10032",10032,"NSPC_Maturing Suburbs","Chelsea_Ward 3",NA,NA,NA,-31.6235080622138,-64.666364485433
"10033",10033,"NSPC_Maturing Suburbs","Chelsea_Ward 4",NA,NA,NA,56.5696059474342,-23.6340683719285
"10034",10034,"NSPC_Maturing Suburbs","CMRPC_Developing Suburbs",NA,NA,NA,-80.8358614063251,-76.3000915075956
"10035",10035,"NSPC_Maturing Suburbs","CMRPC_Regional Urban Centers",NA,NA,NA,-81.4426115474559,-84.141133361674
"10036",10036,"NSPC_Maturing Suburbs","Everett_All",NA,NA,NA,120.699449188301,38.5123701244469
"10037",10037,"NSPC_Maturing Suburbs","Fall River_Sector 1",NA,NA,NA,-63.9395360285521,-76.194662246363
"10038",10038,"NSPC_Maturing Suburbs","Fall River_Sector 2",0,0,0,-99.9998897189299,-99.9999726977317
"10039",10039,"NSPC_Maturing Suburbs","Fall River_Sector 5",0,0,0,-99.9998059480489,-99.9999638789307
"10040",10040,"NSPC_Maturing Suburbs","Fall River_Sector 7",0,0,0,-99.9999134408512,-99.9999497183887
"10041",10041,"NSPC_Maturing Suburbs","Fall River_Sector 8",0,0,0,-99.9998612058346,-99.9999723144995
"10042",10042,"NSPC_Maturing Suburbs","Fall River_Sector 9",0,0,0,-99.9998882721552,-99.9999768940604
"10043",10043,"NSPC_Maturing Suburbs","Framingham_All",NA,NA,NA,-49.029702491694,-58.4382755029557
"10044",10044,"NSPC_Maturing Suburbs","FRCOG_Developing Suburbs",NA,NA,NA,-96.2540329843643,-95.749605071162
"10045",10045,"NSPC_Maturing Suburbs","FRCOG_Rural Towns",NA,NA,NA,-95.7276344837613,-95.332642436074
"10046",10046,"NSPC_Maturing Suburbs","ICC_Inner Core",773,845,701,175.749267541336,81.0208945229919
"10047",10047,"NSPC_Maturing Suburbs","ICC_Maturing Suburbs",140,166,114,269.721290401779,168.323581799217
"10048",10048,"NSPC_Maturing Suburbs","Lawrence_Ward A",NA,NA,NA,-90.5695339296384,-94.6614463065412
"10049",10049,"NSPC_Maturing Suburbs","Lawrence_Ward C",0,0,0,-99.999843081859,-99.9999669476796
"10050",10050,"NSPC_Maturing Suburbs","Lawrence_Ward D",NA,NA,NA,-65.1174199027719,-79.203844449183
"10051",10051,"NSPC_Maturing Suburbs","Lawrence_Ward E",NA,NA,NA,120.88538259817,16.077422101318
"10052",10052,"NSPC_Maturing Suburbs","Lawrence_Ward F",NA,NA,NA,67.8003818507666,-9.71346304372521
"10053",10053,"NSPC_Maturing Suburbs","Lowell_Acre",NA,NA,NA,31.7845911788154,-36.773006820979
"10054",10054,"NSPC_Maturing Suburbs","Lowell_Centralville",NA,NA,NA,63.0456564310125,-6.19071644303976
"10055",10055,"NSPC_Maturing Suburbs","Lowell_Highlands",NA,NA,NA,56.8276253102032,-7.51393969792139
"10056",10056,"NSPC_Maturing Suburbs","Lowell_Lower Belvidere",NA,NA,NA,91.6877235700146,15.4117711883156
"10057",10057,"NSPC_Maturing Suburbs","Lowell_Lower Highlands",NA,NA,NA,-45.9636036912759,-68.9345410886921
"10058",10058,"NSPC_Maturing Suburbs","Lowell_Pawtucketville",NA,NA,NA,-24.7340848034118,-54.8912713215496
"10059",10059,"NSPC_Maturing Suburbs","Lynn_Ward 1",NA,NA,NA,70.3658042760364,8.82086836746421
"10060",10060,"NSPC_Maturing Suburbs","Lynn_Ward 3",NA,NA,NA,59.4218577075844,-7.13502751399046
"10061",10061,"NSPC_Maturing Suburbs","Lynn_Ward 4",NA,NA,NA,-60.2974434087624,-81.7950471157479
"10062",10062,"NSPC_Maturing Suburbs","Lynn_Ward 5",NA,NA,NA,-22.949750359067,-57.3536715762058
"10063",10063,"NSPC_Maturing Suburbs","Lynn_Ward 7",NA,NA,NA,83.2619282902379,14.8001991865265
"10064",10064,"NSPC_Maturing Suburbs","MAGIC_Developing Suburbs",NA,NA,NA,-2.75970486706494,-17.4229626512045
"10065",10065,"NSPC_Maturing Suburbs","MAGIC_Maturing Suburbs",187,219,154,123.299628918144,113.417675401157
"10066",10066,"NSPC_Maturing Suburbs","Metrowest_Developing Suburbs",NA,NA,NA,-72.5497000374955,-75.1715673954456
"10067",10067,"NSPC_Maturing Suburbs","Metrowest_Maturing Suburbs",NA,NA,NA,-53.4447622364345,-62.8228802485763
"10068",10068,"NSPC_Maturing Suburbs","Metrowest_Regional Urban Centers",NA,NA,NA,-71.1191322517478,-79.7033652208301
"10069",10069,"NSPC_Maturing Suburbs","MRPC_Developing Suburbs",NA,NA,NA,-44.9475284172714,-45.7458068807329
"10070",10070,"NSPC_Maturing Suburbs","MRPC_Regional Urban Centers",NA,NA,NA,-77.833176531961,-75.0370328362692
"10071",10071,"NSPC_Maturing Suburbs","MRPC_Rural Towns",NA,NA,NA,-92.7310823328338,-94.0977446470981
"10072",10072,"NSPC_Maturing Suburbs","MVC_Developing Suburbs",NA,NA,NA,-92.5274335289042,-83.2255158355793
"10073",10073,"NSPC_Maturing Suburbs","MVPC_Developing Suburbs",339,377,289,331.098703368652,299.320270482528
"10074",10074,"NSPC_Maturing Suburbs","MVPC_Regional Urban Centers",212,245,180,109.263309719962,117.595251934934
"10075",10075,"NSPC_Maturing Suburbs","New Bedford_Neighborhood 1",0,0,0,-99.9999076099642,-99.9999787630923
"10076",10076,"NSPC_Maturing Suburbs","New Bedford_Neighborhood 2",0,0,0,-99.9998897341202,-99.9999755505864
"10077",10077,"NSPC_Maturing Suburbs","New Bedford_Neighborhood 3",0,0,0,-99.9998937588102,-99.9999755892597
"10078",10078,"NSPC_Maturing Suburbs","New Bedford_Neighborhood 4",0,0,0,-99.9998861753957,-99.9999756576289
"10079",10079,"NSPC_Maturing Suburbs","New Bedford_Neighborhood 5",0,0,0,-99.9998997103499,-99.9999721951492
"10080",10080,"NSPC_Maturing Suburbs","Newton_Ward 2",NA,NA,NA,25.6528085881899,-36.5103691855174
"10081",10081,"NSPC_Maturing Suburbs","Newton_Ward 3",NA,NA,NA,-13.7718859881393,-50.8636391631771
"10082",10082,"NSPC_Maturing Suburbs","Newton_Ward 5",NA,NA,NA,-25.8146601297774,-61.4210205011868
"10083",10083,"NSPC_Maturing Suburbs","Newton_Ward 7",NA,NA,NA,-82.0397038712707,-88.4578149712351
"10084",10084,"NSPC_Maturing Suburbs","Newton_Ward 8",NA,NA,NA,-34.7047051757533,-57.8142821986844
"10085",10085,"NSPC_Maturing Suburbs","NMCOG_Developing Suburbs",124,149,89,109.665723400571,119.73752248324
"10086",10086,"NSPC_Maturing Suburbs","NMCOG_Maturing Suburbs",428,488,376,488.650814866369,513.030238078941
"10087",10087,"NSPC_Maturing Suburbs","NSPC_Maturing Suburbs",98601,99445,97875,NA,NA
"10088",10088,"NSPC_Maturing Suburbs","NSPC_Regional Urban Centers",377,420,333,1322.52975105889,1042.45899712817
"10089",10089,"NSPC_Maturing Suburbs","NSTF_Developing Suburbs",105,129,80,170.322771223812,141.024949606014
